time2	OAPM10	OAPM2.5	OAPM1
3/23/2021 9:23:18 AM	30.8	21.4	15.5
3/23/2021 9:24:18 AM	30.1	19.9	15.5
3/23/2021 9:25:18 AM	34.6	20.7	15.4
3/23/2021 9:26:18 AM	32.5	21.1	15.8
3/23/2021 9:27:18 AM	30.4	20.2	15.8
3/23/2021 9:28:18 AM	28.6	19.8	15.4
3/23/2021 9:29:18 AM	28.5	19.3	15.7
3/23/2021 9:30:18 AM	32.7	22.7	16.2
3/23/2021 9:31:18 AM	31.4	20.3	15.9
3/23/2021 9:32:18 AM	28.6	20.9	16
3/23/2021 9:33:18 AM	32.9	19	15.4
3/23/2021 9:34:18 AM	29.3	20.6	15.8
3/23/2021 9:35:18 AM	36.5	22.3	16.4
3/23/2021 9:36:18 AM	32.6	21.9	15.9
3/23/2021 9:37:18 AM	29.6	20.3	15.8
3/23/2021 9:38:18 AM	29.5	20.1	15.6
3/23/2021 9:39:18 AM	30.3	20.3	15.5
3/23/2021 9:40:18 AM	31.1	20.2	16
3/23/2021 9:41:18 AM	33.6	20.4	15.9
3/23/2021 9:42:18 AM	30.3	19.7	15.7
3/23/2021 9:43:18 AM	30.5	20.5	16.1
3/23/2021 9:44:18 AM	31.5	20.3	15.7
3/23/2021 9:45:18 AM	33.9	19.7	15.5
3/23/2021 9:46:18 AM	34.2	21.2	16.1
3/23/2021 9:47:18 AM	31.6	21.3	15.8
3/23/2021 9:48:18 AM	34.6	20.5	15.9
3/23/2021 9:49:18 AM	27.8	19.8	15.4
3/23/2021 9:50:18 AM	30.5	20.2	15.9
3/23/2021 9:51:18 AM	30.6	21.5	16.2
3/23/2021 9:52:18 AM	31.9	20.8	16.1
3/23/2021 9:53:18 AM	30.7	21	15.8
3/23/2021 9:54:18 AM	33.4	21.6	16.2
3/23/2021 9:55:18 AM	31.3	20.7	16.2
3/23/2021 9:56:18 AM	30.3	20.4	16.1
3/23/2021 9:57:18 AM	33.8	20.9	16
3/23/2021 9:58:18 AM	33.5	21.3	16.2
3/23/2021 9:59:18 AM	31.8	20.5	15.9
3/23/2021 10:00:18 AM	32.5	20.2	15.6
3/23/2021 10:01:18 AM	32.6	19.7	15.9
3/23/2021 10:02:18 AM	36.5	21.3	16.2
3/23/2021 10:03:18 AM	33.2	21.1	16
3/23/2021 10:04:18 AM	29.2	19.9	15.9
3/23/2021 10:05:18 AM	33	21	15.9
3/23/2021 10:06:18 AM	35.3	21.3	16
3/23/2021 10:07:18 AM	30.1	20.1	15.7
3/23/2021 10:08:18 AM	36.5	21.1	15.9
3/23/2021 10:09:18 AM	31.8	21.1	16.4
3/23/2021 10:10:18 AM	31.3	21.2	16.4
3/23/2021 10:11:18 AM	32.2	21.8	16.5
3/23/2021 10:12:18 AM	31.4	21.1	16.3
3/23/2021 10:13:18 AM	35	21.1	15.7
3/23/2021 10:14:18 AM	33.4	21.7	16.2
3/23/2021 10:15:18 AM	33.1	21.4	16
3/23/2021 10:16:18 AM	29.6	21.3	16.2
3/23/2021 10:17:18 AM	35	21.4	16.1
3/23/2021 10:18:18 AM	32.6	20.5	16.1
3/23/2021 10:19:18 AM	32.4	21.1	16.4
3/23/2021 10:20:18 AM	34.7	22.4	16.4
3/23/2021 10:21:18 AM	32.3	21	16
3/23/2021 10:22:18 AM	32	20.7	16
3/23/2021 10:23:18 AM	34.2	20	15.7
3/23/2021 10:24:18 AM	39.5	21.3	15.9
3/23/2021 10:25:18 AM	33.8	20.6	15.9
3/23/2021 10:26:18 AM	31	20.3	16.1
